image_id,x,y,orient,x1,x2,x3,x4,y1,y2,y3,y4,class,FLAG1,FLAG2,test_fold
183,320.852172,825.583105,-1.521656,315.0,328.0,326.0,314.0,810.0,811.0,842.0,840.0,1,1,0,6
183,265.805987,828.710729,1.481482,257.0,271.0,273.0,261.0,812.0,812.0,846.0,845.0,1,1,0,6
183,169.475164,816.200232,1.128422,156.0,169.0,181.0,171.0,805.0,799.0,827.0,834.0,1,1,0,6
183,173.853838,931.609563,-1.342939,171.0,185.0,177.0,163.0,912.0,917.0,952.0,946.0,1,1,0,6
183,157.433811,1008.705498,1.758436,153.0,169.0,161.0,146.0,987.0,991.0,1031.0,1026.0,11,0,1,6
183,483.072125,826.054231,-0.571337,492.0,502.0,475.0,463.0,812.0,822.0,841.0,829.0,10,1,0,6
183,429.266485,612.349068,1.728025,424.0,441.0,434.0,418.0,591.0,593.0,635.0,631.0,1,1,0,6
184,717.709373,824.709918,-1.631697,707.0,726.0,729.0,709.0,804.0,805.0,844.0,847.0,23,1,0,2
185,509.409404,441.286121,1.631329,493.0,529.0,525.0,491.0,416.0,417.0,467.0,465.0,4,1,0,9
185,307.978488,561.876692,-3.081425,287.0,327.0,330.0,287.0,552.0,553.0,573.0,569.0,1,1,1,9
185,254.829311,501.581406,-1.627075,245.0,262.0,263.0,248.0,484.0,483.0,518.0,520.0,1,1,1,9
185,320.819963,873.538471,0.205395,300.0,348.0,342.0,294.0,862.0,871.0,886.0,875.0,1,1,1,9
186,329.803733,421.179333,-0.092047,297.0,361.0,364.0,298.0,414.0,406.0,430.0,434.0,2,1,0,
187,894.011879,391.964363,-1.570796,883.0,905.0,905.0,883.0,371.0,367.0,415.0,415.0,1,1,0,3
188,196.819355,649.349213,1.534667,191.0,201.0,207.0,188.0,629.0,628.0,670.0,670.0,1,1,0,9
188,218.643406,651.403241,1.498633,210.0,224.0,228.0,212.0,630.0,631.0,672.0,672.0,1,1,0,9
188,202.724687,605.957864,1.370398,193.0,206.0,214.0,198.0,590.0,590.0,621.0,623.0,1,1,0,9
189,572.850219,269.845213,1.56225,561.0,584.0,584.0,562.0,241.0,240.0,299.0,299.0,2,1,0,0
189,983.031317,756.059395,-0.88076,991.0,1001.0,976.0,964.0,736.0,745.0,776.0,768.0,9,1,0,0
190,847.08784,258.860479,-1.56038,837.0,857.0,858.0,837.0,235.0,235.0,283.0,283.0,11,1,0,1
190,571.448225,649.274403,3.021591,548.0,591.0,594.0,553.0,646.0,638.0,653.0,660.0,1,1,0,1
190,505.737231,520.258734,3.141592,485.0,526.0,526.0,486.0,512.0,512.0,529.0,529.0,1,1,0,1
190,508.698853,497.491263,-3.141592,485.0,533.0,534.0,483.0,489.0,489.0,506.0,506.0,11,1,0,1
191,133.109025,352.880503,1.614248,125.0,143.0,143.0,121.0,328.0,332.0,376.0,376.0,1,1,0,1
191,238.270787,12.513946,0.023805,219.0,259.0,259.0,215.0,4.0,6.0,20.0,20.0,1,1,1,1
192,107.963896,94.404921,-0.207496,87.0,125.0,129.0,91.0,91.0,85.0,96.0,106.0,1,1,0,5
192,66.004397,294.149623,0.040518,48.0,84.0,85.0,47.0,286.0,286.0,303.0,300.0,1,1,0,5
192,147.871756,388.465349,-0.035699,119.0,175.0,177.0,121.0,377.0,376.0,399.0,402.0,10,1,0,5
192,52.131346,480.510897,0.664602,34.0,86.0,67.0,22.0,453.0,490.0,509.0,470.0,10,1,0,5
193,141.657126,179.721137,0.030294,118.0,165.0,168.0,116.0,168.0,167.0,194.0,190.0,4,1,0,6
194,601.506302,778.458455,2.014245,603.0,619.0,600.0,584.0,755.0,762.0,802.0,795.0,11,1,0,0
195,226.944682,350.781095,0.992272,225.0,241.0,229.0,213.0,334.0,359.0,367.0,343.0,10,1,0,7
195,279.609013,310.823078,-1.56027,272.0,288.0,287.0,272.0,287.0,287.0,335.0,334.0,11,1,0,7
195,282.785592,254.982169,-1.570796,272.0,294.0,294.0,272.0,234.0,235.0,277.0,274.0,5,1,0,7
195,369.054782,441.397182,0.0,352.0,385.0,388.0,351.0,434.0,435.0,448.0,449.0,1,1,0,7
195,225.117555,828.202438,-2.902094,205.0,250.0,243.0,202.0,815.0,827.0,840.0,831.0,11,1,0,7
196,301.621664,300.881144,-2.763625,287.0,322.0,315.0,282.0,285.0,300.0,315.0,303.0,23,1,1,7
196,262.449433,296.641725,3.110353,278.0,279.0,247.0,246.0,290.0,302.0,302.0,292.0,23,1,1,7
197,450.068286,761.000408,-1.469236,442.0,466.0,458.0,434.0,721.0,723.0,802.0,799.0,5,1,1,3
197,528.281386,591.766386,0.104877,506.0,552.0,552.0,503.0,580.0,582.0,606.0,598.0,11,1,0,3
198,348.98382,634.121167,-3.093087,324.0,375.0,375.0,323.0,622.0,628.0,643.0,644.0,9,1,0,4
198,329.327949,686.875064,0.020976,294.0,365.0,365.0,293.0,677.0,673.0,703.0,696.0,5,1,0,4
199,395.931504,236.317977,0.143739,376.0,415.0,415.0,378.0,227.0,228.0,250.0,240.0,1,1,0,1
199,386.853176,283.006519,0.0609,368.0,407.0,408.0,365.0,272.0,275.0,293.0,291.0,1,1,0,1
200,514.392994,464.04662,-1.522054,508.0,523.0,523.0,504.0,444.0,443.0,485.0,484.0,10,1,0,6
200,270.443256,392.561768,0.012048,250.0,292.0,291.0,250.0,384.0,384.0,402.0,401.0,1,1,0,6
201,343.077508,771.657407,-0.078271,382.0,381.0,307.0,303.0,758.0,779.0,784.0,765.0,5,1,0,3
201,414.681355,773.18904,0.128697,396.0,438.0,434.0,391.0,763.0,767.0,785.0,778.0,11,1,0,3
201,779.448856,803.475207,1.443824,768.0,785.0,791.0,774.0,782.0,778.0,827.0,827.0,11,1,0,3
202,747.760285,651.237672,1.287375,759.0,775.0,735.0,721.0,621.0,673.0,681.0,630.0,4,1,0,6
203,348.734232,828.340294,-1.202925,345.0,371.0,353.0,326.0,800.0,809.0,858.0,847.0,10,1,0,2
203,333.123616,991.224741,-1.603752,324.0,340.0,343.0,324.0,969.0,968.0,1015.0,1013.0,11,1,0,2
204,957.519569,163.546858,-2.341703,946.0,981.0,968.0,935.0,141.0,176.0,186.0,151.0,11,1,0,8
205,261.252926,805.43549,0.0,238.0,283.0,284.0,240.0,795.0,796.0,814.0,815.0,11,1,0,0
205,319.713916,828.487181,3.081835,290.0,349.0,349.0,291.0,818.0,816.0,837.0,842.0,23,1,1,0
205,986.476592,111.718469,-1.480136,977.0,1001.0,996.0,972.0,84.0,85.0,141.0,138.0,5,1,0,0
206,208.510972,146.603513,-1.419951,200.0,226.0,216.0,191.0,112.0,119.0,181.0,175.0,2,1,0,
207,872.888723,260.066732,-3.092613,849.0,900.0,897.0,846.0,249.0,251.0,272.0,269.0,11,1,0,2
207,986.180328,363.284044,1.560044,978.0,994.0,996.0,977.0,340.0,340.0,387.0,386.0,11,1,0,2
208,166.65895,277.461837,1.543776,161.0,171.0,175.0,159.0,259.0,259.0,297.0,295.0,11,1,0,4
209,221.86038,396.384263,1.587889,211.0,232.0,233.0,212.0,425.0,426.0,367.0,367.0,2,1,0,9
209,219.042062,465.714885,-1.554131,209.0,230.0,229.0,208.0,434.0,437.0,496.0,495.0,23,1,1,9
209,594.166331,478.124665,1.556512,587.0,601.0,604.0,585.0,461.0,460.0,495.0,496.0,1,1,1,9
209,665.469775,438.104551,-1.395685,662.0,680.0,670.0,649.0,403.0,408.0,474.0,467.0,5,1,0,9
210,672.769143,470.146413,1.765038,669.0,683.0,678.0,662.0,454.0,456.0,488.0,483.0,9,1,0,1
210,640.924539,479.427755,-1.274251,640.0,653.0,642.0,629.0,459.0,464.0,501.0,494.0,11,1,1,1
210,594.517829,614.167237,-1.427058,589.0,605.0,599.0,584.0,593.0,597.0,635.0,631.0,9,1,0,1
210,623.161971,536.235969,1.811783,605.0,627.0,640.0,621.0,564.0,567.0,510.0,503.0,2,1,1,1
210,506.82515,598.164924,1.481603,493.0,515.0,521.0,498.0,568.0,567.0,630.0,628.0,5,1,0,1
210,31.064419,408.910578,0.327098,19.0,49.0,41.0,15.0,395.0,404.0,423.0,413.0,4,1,0,1
210,102.114692,579.592838,-2.278228,100.0,132.0,102.0,75.0,556.0,588.0,606.0,569.0,4,1,0,1
210,65.949463,681.367554,1.180878,76.0,88.0,59.0,41.0,659.0,694.0,705.0,667.0,4,1,1,1
210,105.155132,859.196099,-1.858078,97.0,107.0,114.0,103.0,850.0,846.0,869.0,871.0,23,1,1,1
210,106.755363,919.844868,1.511343,95.0,116.0,122.0,94.0,899.0,899.0,942.0,940.0,10,1,1,1
210,136.28446,663.306001,1.169568,140.0,146.0,134.0,126.0,651.0,669.0,674.0,659.0,10,1,0,1
210,269.338203,799.486434,0.024385,240.0,300.0,300.0,237.0,788.0,791.0,809.0,809.0,2,1,1,1
210,629.83353,894.081143,2.789879,599.0,606.0,663.0,651.0,897.0,911.0,892.0,876.0,2,1,1,1
210,796.120869,716.06291,2.070792,774.0,789.0,821.0,801.0,739.0,747.0,697.0,681.0,2,1,0,1
210,765.876496,716.863026,1.669377,757.0,770.0,776.0,760.0,738.0,741.0,696.0,692.0,1,1,1,1
210,906.242901,517.39662,1.765955,893.0,911.0,919.0,902.0,537.0,541.0,499.0,493.0,11,1,0,1
210,1000.816576,337.206036,-0.688924,1012.0,1024.0,989.0,979.0,316.0,330.0,357.0,345.0,9,1,0,1
210,982.093869,381.212399,1.192251,983.0,999.0,983.0,964.0,359.0,402.0,405.0,360.0,23,1,0,1
210,401.38059,588.293051,0.25169,379.0,429.0,426.0,371.0,573.0,586.0,604.0,590.0,23,1,1,1
211,247.497562,276.599231,0.012499,228.0,267.0,268.0,227.0,269.0,269.0,285.0,284.0,23,1,0,2
211,163.13726,218.993975,-0.036129,141.0,184.0,184.0,144.0,212.0,210.0,227.0,228.0,23,1,0,2
211,70.450131,222.67962,3.071287,53.0,88.0,89.0,53.0,216.0,214.0,229.0,232.0,23,1,0,2
211,82.599107,254.212354,1.451956,73.0,89.0,94.0,76.0,238.0,237.0,270.0,272.0,1,1,0,2
211,117.817486,226.228759,-3.130841,95.0,139.0,143.0,94.0,218.0,218.0,235.0,234.0,1,1,0,2
211,121.230119,263.631223,2.789776,98.0,137.0,145.0,105.0,265.0,251.0,262.0,277.0,11,1,0,2
211,167.505431,240.56182,2.852322,143.0,186.0,191.0,150.0,241.0,228.0,241.0,253.0,9,1,0,2
211,246.40552,222.816125,-0.641109,225.0,259.0,267.0,234.0,229.0,204.0,217.0,242.0,1,1,0,2
211,26.578122,670.218217,0.163095,9.0,47.0,46.0,5.0,659.0,664.0,683.0,675.0,1,1,0,2
212,103.270309,892.847345,-3.129966,81.0,125.0,124.0,82.0,884.0,885.0,901.0,901.0,11,1,0,2
212,75.642601,746.015605,-1.570796,67.0,84.0,87.0,64.0,716.0,719.0,775.0,774.0,2,1,1,2
212,287.674637,757.721414,-1.373401,286.0,295.0,293.0,277.0,742.0,746.0,774.0,769.0,1,1,0,2
212,275.289803,874.662832,-3.107124,251.0,296.0,298.0,256.0,866.0,866.0,885.0,882.0,11,1,0,2
212,408.554671,787.96448,0.07983,377.0,439.0,440.0,377.0,775.0,780.0,801.0,796.0,2,1,0,2
213,158.402234,344.838743,1.430314,135.0,175.0,185.0,139.0,322.0,318.0,367.0,372.0,4,1,0,4
214,518.395624,251.998626,0.134521,486.0,552.0,552.0,485.0,237.0,245.0,268.0,258.0,5,1,0,8
214,307.084075,952.339058,1.818478,304.0,321.0,312.0,291.0,930.0,931.0,976.0,972.0,11,1,0,8
215,875.028836,28.401348,2.848004,894.0,899.0,858.0,849.0,14.0,30.0,42.0,28.0,23,1,0,8
216,85.933248,605.038753,-3.128607,46.0,125.0,124.0,49.0,592.0,591.0,620.0,617.0,2,1,0,4
217,760.338291,660.147454,-3.141592,732.0,789.0,790.0,730.0,649.0,650.0,670.0,671.0,2,1,0,6
217,514.536278,523.560059,1.665748,508.0,525.0,523.0,502.0,503.0,502.0,544.0,545.0,11,1,1,6
217,512.877322,618.950042,-1.554269,503.0,524.0,524.0,501.0,588.0,589.0,652.0,646.0,2,1,1,6
217,363.571262,579.688078,1.542766,349.0,377.0,375.0,354.0,552.0,554.0,606.0,607.0,5,1,0,6
218,179.692477,976.919389,-3.10899,157.0,203.0,202.0,156.0,967.0,969.0,986.0,985.0,11,1,0,9
218,735.917142,537.950721,3.132502,710.0,764.0,763.0,707.0,528.0,528.0,548.0,547.0,11,1,0,9
218,823.220966,24.151181,-3.095648,801.0,846.0,844.0,802.0,14.0,16.0,34.0,32.0,11,1,0,9
218,874.697066,27.211922,3.130604,854.0,898.0,897.0,850.0,19.0,20.0,34.0,36.0,11,1,0,9
219,113.994619,327.436824,-1.552617,105.0,125.0,124.0,102.0,273.0,272.0,383.0,382.0,2,1,0,8
219,872.869892,203.117915,-3.071003,799.0,947.0,947.0,798.0,187.0,199.0,218.0,209.0,2,1,0,8
219,552.351735,592.494421,-3.043548,539.0,569.0,566.0,535.0,580.0,584.0,604.0,602.0,4,1,0,8
219,775.707226,798.057101,1.602532,763.0,786.0,786.0,767.0,829.0,830.0,766.0,767.0,2,1,0,8
219,534.944004,892.422481,1.367751,526.0,537.0,544.0,533.0,876.0,875.0,909.0,910.0,23,1,0,8
219,485.142901,874.229458,1.476341,472.0,494.0,500.0,475.0,851.0,850.0,898.0,898.0,5,1,0,8
219,508.11389,932.85142,-1.561088,500.0,517.0,519.0,497.0,907.0,907.0,960.0,957.0,5,1,0,8
219,209.557274,1025.514814,0.109451,188.0,232.0,233.0,186.0,1012.0,1018.0,1038.0,1034.0,1,0,1,8
220,400.94749,719.218687,0.347888,382.0,423.0,424.0,374.0,702.0,718.0,737.0,720.0,11,1,0,5
221,125.997706,867.107513,-1.570796,119.0,133.0,135.0,117.0,852.0,853.0,883.0,880.0,1,1,0,0
221,210.409854,3.655274,0.075941,186.0,233.0,234.0,189.0,10.0,12.0,-1.0,-6.0,11,0,1,0
222,353.036791,533.363208,0.049465,328.0,379.0,378.0,328.0,525.0,526.0,543.0,539.0,11,1,0,7
222,449.940476,502.892819,3.059305,424.0,473.0,475.0,427.0,497.0,494.0,508.0,513.0,11,1,0,7
222,321.781757,457.51417,0.0,299.0,344.0,344.0,300.0,448.0,447.0,468.0,467.0,5,1,1,7
222,263.194913,453.721718,0.0,243.0,283.0,284.0,243.0,446.0,446.0,461.0,461.0,1,1,1,7
223,782.743702,302.258273,1.61025,768.0,799.0,797.0,767.0,283.0,283.0,321.0,321.0,4,1,0,5
223,561.746957,378.302562,1.492306,551.0,569.0,572.0,555.0,356.0,356.0,401.0,400.0,5,1,0,5
223,534.317492,379.194577,1.551191,547.0,523.0,522.0,546.0,404.0,405.0,354.0,353.0,5,1,0,5
223,507.780042,377.410547,-1.677062,496.0,516.0,516.0,504.0,359.0,358.0,396.0,396.0,1,1,0,5
223,701.347323,469.734112,0.011834,660.0,743.0,744.0,658.0,461.0,461.0,480.0,478.0,5,1,0,5
223,545.941532,742.200147,-1.465919,538.0,562.0,557.0,527.0,704.0,705.0,782.0,779.0,5,1,0,5
223,164.853785,861.03823,0.040794,140.0,189.0,190.0,141.0,855.0,855.0,869.0,865.0,11,1,0,5
223,152.14257,895.603815,0.463648,141.0,174.0,163.0,132.0,879.0,897.0,910.0,896.0,1,1,0,5
224,104.082738,375.305238,3.130604,81.0,127.0,127.0,82.0,367.0,368.0,382.0,384.0,11,1,0,3
224,121.422559,416.684355,1.517513,114.0,127.0,130.0,115.0,398.0,398.0,436.0,435.0,11,1,0,3
224,65.856316,407.883082,-0.014084,48.0,83.0,84.0,48.0,402.0,401.0,415.0,415.0,1,1,0,3
224,181.565843,212.985825,-0.010869,159.0,204.0,205.0,158.0,205.0,204.0,222.0,222.0,11,1,0,3
224,263.523191,489.658265,0.067314,243.0,286.0,286.0,240.0,472.0,472.0,510.0,504.0,4,1,0,3
224,84.440495,581.101789,-1.526707,72.0,95.0,98.0,72.0,596.0,600.0,566.0,562.0,4,1,0,3
225,91.448094,597.43928,-2.297439,88.0,112.0,95.0,71.0,579.0,604.0,618.0,589.0,4,1,0,7
225,135.753007,624.523793,0.771315,132.0,150.0,140.0,122.0,612.0,629.0,637.0,619.0,10,1,0,7
225,693.239959,373.565102,1.294469,677.0,700.0,708.0,688.0,358.0,356.0,390.0,391.0,4,1,0,7
226,729.068627,363.600859,0.526111,722.0,752.0,737.0,705.0,341.0,356.0,386.0,370.0,4,1,0,5
226,591.545459,386.812573,-2.797624,577.0,612.0,604.0,572.0,370.0,381.0,404.0,391.0,4,1,0,5
227,272.018662,456.558777,-2.117258,265.0,296.0,278.0,250.0,425.0,475.0,487.0,440.0,23,1,0,2
227,115.090897,463.131668,-0.437338,129.0,140.0,102.0,90.0,445.0,463.0,479.0,465.0,1,1,0,2
227,814.643448,211.864796,-0.372269,836.0,846.0,798.0,779.0,192.0,211.0,236.0,208.0,5,1,0,2
228,331.402034,24.802305,-3.129829,310.0,353.0,352.0,310.0,10.0,10.0,40.0,39.0,4,1,0,3
228,701.050163,153.79538,1.636816,688.0,710.0,713.0,693.0,182.0,186.0,124.0,123.0,2,1,0,3
228,732.473609,151.5347,1.657877,724.0,747.0,744.0,716.0,120.0,120.0,184.0,182.0,2,1,0,3
229,879.3435,279.293759,0.119,857.0,904.0,901.0,856.0,268.0,275.0,289.0,285.0,11,1,0,1
230,739.138143,221.420301,-1.570796,727.0,751.0,751.0,727.0,198.0,198.0,246.0,244.0,5,1,0,5
230,681.81881,301.864171,-1.51982,672.0,694.0,693.0,668.0,279.0,276.0,326.0,327.0,5,1,0,5
230,870.997208,455.125734,-0.244979,852.0,885.0,891.0,856.0,454.0,444.0,458.0,465.0,11,1,0,5
230,946.028952,464.473951,0.132552,928.0,967.0,963.0,927.0,455.0,457.0,477.0,469.0,11,1,0,5
230,1012.937731,386.338854,0.029694,986.0,1039.0,1037.0,989.0,378.0,380.0,394.0,393.0,11,0,1,5
230,218.846889,807.936862,3.068042,194.0,241.0,244.0,196.0,802.0,798.0,815.0,818.0,11,1,0,5
231,226.642549,723.713823,0.040961,195.0,257.0,257.0,197.0,709.0,712.0,738.0,736.0,5,1,0,8
231,198.290393,989.723667,0.173801,166.0,232.0,230.0,165.0,973.0,985.0,1006.0,995.0,5,1,0,8
232,700.331338,264.996751,3.141592,673.0,726.0,728.0,675.0,258.0,258.0,272.0,272.0,11,1,0,8
233,538.736629,454.177537,1.561088,527.0,550.0,549.0,529.0,427.0,430.0,481.0,479.0,11,1,0,8
233,727.969961,145.428418,1.570796,715.0,741.0,739.0,717.0,115.0,114.0,179.0,175.0,23,1,0,8
234,424.551761,149.106562,-1.494024,419.0,433.0,432.0,414.0,129.0,130.0,169.0,168.0,1,1,0,3
235,174.25169,396.738785,1.639183,168.0,183.0,181.0,165.0,378.0,379.0,415.0,415.0,11,1,0,4
235,82.42707,309.404366,-3.114203,64.0,101.0,101.0,65.0,303.0,304.0,316.0,315.0,1,1,0,4
236,434.317949,197.063346,0.05059,415.0,455.0,453.0,414.0,183.0,186.0,210.0,209.0,4,1,0,3
237,71.213508,207.257059,-1.560487,61.0,81.0,81.0,62.0,183.0,183.0,231.0,232.0,11,1,0,1
237,41.198422,214.379283,-1.540037,34.0,49.0,49.0,32.0,199.0,197.0,230.0,231.0,1,1,0,1
237,133.617755,244.563946,-1.476955,126.0,145.0,142.0,121.0,222.0,224.0,266.0,265.0,1,1,0,1
238,113.826237,816.220333,1.637365,106.0,125.0,122.0,103.0,793.0,794.0,838.0,839.0,11,1,0,3
238,738.732799,815.991285,-1.5806,732.0,745.0,748.0,730.0,791.0,790.0,843.0,840.0,11,1,0,3
238,759.196654,738.155553,1.535927,750.0,767.0,767.0,753.0,716.0,717.0,760.0,759.0,11,1,0,3
239,888.651104,540.137429,-0.2977,908.0,913.0,869.0,864.0,526.0,541.0,553.0,541.0,11,1,0,2
240,571.591529,146.015965,-0.165149,549.0,584.0,598.0,555.0,138.0,133.0,153.0,161.0,10,1,0,0
240,473.666922,169.909569,-0.013333,455.0,493.0,492.0,455.0,165.0,165.0,175.0,176.0,1,1,0,0
240,597.030149,445.19716,1.715838,593.0,608.0,601.0,587.0,423.0,423.0,468.0,467.0,1,1,0,0
241,59.3503,587.92822,-0.012986,40.0,78.0,79.0,40.0,582.0,580.0,595.0,594.0,1,1,0,5
241,810.796616,538.650099,0.671735,786.0,848.0,835.0,775.0,507.0,556.0,570.0,522.0,5,1,0,5
241,978.391841,688.327086,0.477345,961.0,1005.0,995.0,952.0,668.0,690.0,709.0,686.0,5,1,0,5
241,938.851795,737.719303,0.58578,919.0,970.0,960.0,907.0,712.0,746.0,764.0,729.0,5,1,0,5
242,37.48684,635.672436,-1.152572,37.0,52.0,38.0,23.0,617.0,623.0,655.0,648.0,23,1,0,7
242,222.882074,346.162654,-0.510488,206.0,214.0,239.0,231.0,349.0,358.0,344.0,335.0,1,1,1,7
243,270.128239,108.209902,1.981861,270.0,287.0,268.0,255.0,86.0,92.0,132.0,124.0,11,1,0,4
244,762.318808,515.760173,-1.53272,752.0,775.0,774.0,749.0,488.0,491.0,545.0,539.0,5,1,0,8
244,649.036757,518.721795,-1.486784,641.0,661.0,657.0,637.0,495.0,495.0,543.0,542.0,1,1,0,8
245,290.095502,180.965924,-1.570796,283.0,297.0,297.0,283.0,163.0,162.0,200.0,199.0,1,1,0,6
245,322.807097,219.333263,-0.011235,301.0,344.0,346.0,300.0,211.0,210.0,228.0,228.0,11,1,0,6
246,441.600196,284.283122,-1.720356,456.0,462.0,427.0,422.0,265.0,301.0,304.0,267.0,4,1,0,6
246,735.535736,482.463019,1.570796,726.0,745.0,747.0,724.0,460.0,460.0,507.0,503.0,11,1,0,6
246,659.450109,762.660691,3.082139,638.0,681.0,680.0,639.0,758.0,755.0,768.0,770.0,11,1,0,6
246,596.400993,765.541108,-3.109346,621.0,575.0,571.0,618.0,775.0,772.0,758.0,758.0,11,1,0,6
247,99.471922,154.210583,-1.597457,89.0,109.0,109.0,91.0,134.0,137.0,172.0,174.0,1,1,0,7
248,46.844611,104.919874,1.54328,36.0,56.0,57.0,38.0,78.0,77.0,132.0,132.0,11,1,0,5
248,254.26087,722.913707,1.558602,247.0,261.0,263.0,246.0,702.0,703.0,744.0,743.0,1,1,0,5
248,866.657476,791.234033,1.555413,859.0,874.0,876.0,858.0,775.0,775.0,809.0,806.0,10,1,0,5
248,852.63515,903.658647,0.009901,827.0,877.0,879.0,828.0,894.0,894.0,914.0,913.0,11,1,0,5
249,657.682783,21.215831,-0.645958,669.0,679.0,647.0,636.0,3.0,15.0,39.0,28.0,1,1,0,1
250,240.556202,447.626142,1.644736,234.0,250.0,247.0,231.0,426.0,429.0,468.0,468.0,11,1,0,0
250,613.75247,559.835382,1.570796,605.0,622.0,622.0,605.0,540.0,542.0,578.0,580.0,1,1,0,0
251,222.39477,32.374459,-0.014084,204.0,239.0,241.0,205.0,24.0,24.0,40.0,41.0,9,1,0,1
251,769.72979,123.555404,1.498197,758.0,778.0,782.0,762.0,99.0,93.0,150.0,152.0,11,1,0,1
251,791.275592,129.55269,1.581106,785.0,798.0,801.0,781.0,106.0,105.0,155.0,153.0,11,1,0,1
251,721.307266,100.676873,1.319106,708.0,726.0,734.0,718.0,85.0,81.0,117.0,119.0,1,1,0,1
251,725.083334,170.645198,-1.570796,715.0,735.0,737.0,713.0,131.0,131.0,212.0,209.0,5,1,0,1
251,379.674136,974.078381,-1.587189,368.0,390.0,391.0,369.0,943.0,944.0,1005.0,1004.0,2,1,0,1
251,921.3214,184.8293,-1.587189,912.0,926.0,932.0,916.0,168.0,166.0,202.0,203.0,1,1,0,1
252,30.713324,271.471717,1.161888,30.0,43.0,31.0,18.0,253.0,284.0,289.0,260.0,1,1,0,8
253,913.342435,366.917159,-1.594048,905.0,921.0,922.0,906.0,345.0,345.0,388.0,388.0,9,1,0,3
253,940.869998,372.23136,-1.606926,932.0,948.0,950.0,933.0,352.0,351.0,394.0,392.0,11,1,1,3
253,729.197601,831.242206,-1.041915,732.0,749.0,726.0,710.0,807.0,817.0,853.0,848.0,11,1,0,3
254,76.72117,108.959861,2.838022,54.0,95.0,100.0,58.0,109.0,96.0,109.0,122.0,11,1,0,0
254,410.717359,303.974588,-1.446441,406.0,419.0,416.0,401.0,287.0,289.0,322.0,318.0,1,1,0,0
255,158.698396,376.086246,-0.645816,172.0,180.0,146.0,137.0,357.0,369.0,394.0,384.0,1,1,1,6
255,880.177787,693.734046,-1.095786,879.0,890.0,883.0,868.0,683.0,687.0,706.0,699.0,10,1,0,6
255,938.151543,799.241838,-1.558602,924.0,953.0,953.0,923.0,779.0,778.0,820.0,819.0,10,1,0,6
256,367.867744,532.845628,2.987885,383.0,388.0,352.0,348.0,520.0,540.0,546.0,525.0,4,1,0,2
256,214.480405,16.289333,-1.547812,205.0,223.0,223.0,207.0,38.0,38.0,-6.0,-5.0,1,0,1,2
257,773.836891,967.044528,-3.109346,751.0,797.0,797.0,750.0,957.0,958.0,977.0,975.0,11,1,0,0
257,713.419797,969.858069,2.695487,727.0,734.0,699.0,693.0,955.0,968.0,984.0,972.0,1,1,0,0
257,680.397709,920.102816,-3.141592,660.0,700.0,701.0,661.0,912.0,913.0,927.0,928.0,1,1,0,0
258,916.310029,170.518613,0.0,898.0,934.0,935.0,898.0,163.0,163.0,178.0,178.0,1,1,0,7
259,785.04687,58.803355,-3.025611,757.0,814.0,808.0,762.0,47.0,53.0,70.0,64.0,11,1,0,1
259,623.439026,264.280229,0.561163,609.0,646.0,636.0,603.0,248.0,271.0,280.0,259.0,1,1,0,1
259,636.458222,305.035973,0.0,618.0,656.0,656.0,616.0,297.0,297.0,314.0,314.0,1,1,1,1
259,516.738225,174.277962,0.625109,499.0,548.0,534.0,486.0,148.0,184.0,199.0,165.0,5,1,0,1
260,82.375719,360.505486,-3.099065,59.0,106.0,106.0,59.0,350.0,353.0,370.0,369.0,23,1,1,5
261,635.2473,767.947084,1.366155,642.0,653.0,629.0,618.0,738.0,793.0,796.0,745.0,5,1,0,3
261,568.95776,897.591079,-1.524852,563.0,577.0,577.0,559.0,876.0,876.0,920.0,919.0,11,1,0,3
261,969.301571,198.028262,-0.807951,978.0,993.0,960.0,946.0,174.0,188.0,221.0,209.0,11,1,0,3
261,1006.936864,194.150686,2.301703,1015.0,1025.0,998.0,990.0,173.0,186.0,213.0,204.0,11,1,0,3
261,931.210093,294.283374,-1.3633,930.0,941.0,936.0,919.0,275.0,276.0,316.0,311.0,1,1,0,3
261,756.491099,282.650647,3.010766,740.0,774.0,777.0,735.0,278.0,273.0,287.0,292.0,1,1,0,3
261,759.228212,108.159746,3.057455,739.0,780.0,780.0,738.0,102.0,99.0,114.0,118.0,1,1,0,3
262,120.857353,394.065922,0.023995,89.0,151.0,153.0,90.0,383.0,386.0,404.0,404.0,5,1,0,0
262,247.710755,300.414549,1.582561,239.0,257.0,257.0,238.0,279.0,279.0,323.0,320.0,1,1,0,0
262,403.787201,8.800507,-0.484478,385.0,394.0,422.0,414.0,11.0,22.0,6.0,-3.0,1,0,1,0
262,859.572533,62.794058,-1.119727,847.0,857.0,874.0,861.0,77.0,81.0,51.0,43.0,23,1,1,0
263,421.489826,336.195105,0.036748,388.0,455.0,456.0,387.0,326.0,327.0,348.0,344.0,23,1,1,9
263,489.602361,449.484321,3.119374,466.0,512.0,512.0,468.0,442.0,440.0,458.0,458.0,1,1,0,9
263,466.865124,120.276124,1.505102,453.0,476.0,482.0,457.0,83.0,82.0,158.0,159.0,5,1,0,9
264,89.807241,67.67628,-1.604397,76.0,101.0,104.0,77.0,38.0,38.0,98.0,97.0,2,1,0,1
264,36.536255,84.911011,0.419651,25.0,57.0,49.0,16.0,70.0,85.0,100.0,86.0,10,1,0,1
